wavelength_nm,transmission
1908.0,0.0005362191620959779
1909.0,0.0008422188796686072
1910.0,0.00101395173253617
1911.0,0.0007157523923487731
1912.0,0.0007334346088858894
1913.0,0.00036755396210919386
1914.0,0.00020032229974373627
1915.0,0.0010806457382202647
1916.0,0.001232512245961029
1917.0,0.0013998191611243518
1918.0,0.0026979504394532977
1919.0,0.0022955804323371762
1920.0,0.00047285159065272827
1921.0,0.0007624342663971226
1922.0,0.003121976876790134
1923.0,0.002829107722403144
1924.0,0.0017683182582332285
1925.0,0.004114548994953961
1926.0,0.004193022147222975
1927.0,0.0022326853653222524
1928.0,0.0039018001945611406
1929.0,0.004555363430838397
1930.0,0.00555010426970614
1931.0,0.003672433175238209
1932.0,0.005427624269348653
1933.0,0.006392703787741248
1934.0,0.005598700149113678
1935.0,0.008054616263782904
1936.0,0.007663381605584056
1937.0,0.007857997656223779
1938.0,0.007983147612862373
1939.0,0.008678798449034143
1940.0,0.009948442940426282
1941.0,0.01090180909760992
1942.0,0.011786451123631211
1943.0,0.01303587157815398
1944.0,0.012579553206620969
1945.0,0.01243062394863491
1946.0,0.016887751307618645
1947.0,0.017030868106259672
1948.0,0.01685429813732529
1949.0,0.018356921663333876
1950.0,0.02081642195128163
1951.0,0.021863367398483022
1952.0,0.02233369327487909
1953.0,0.020293971793815133
1954.0,0.020605743867230162
1955.0,0.02058288117056444
1956.0,0.020788772066909853
1957.0,0.022929441175949628
1958.0,0.025144071113339585
1959.0,0.02716607030132792
1960.0,0.03689548047200701
1961.0,0.04262596208719617
1962.0,0.04585709969955198
1963.0,0.042633950407608194
1964.0,0.04599408294409691
1965.0,0.050026934135396245
1966.0,0.05518333085933021
1967.0,0.06304895572988514
1968.0,0.06689453257343524
1969.0,0.07554844888873838
1970.0,0.08274751940382645
1971.0,0.08985687030491814
1972.0,0.09545614451032784
1973.0,0.11170440106266664
1974.0,0.11775222498425643
1975.0,0.13256810199031846
1976.0,0.14539200945545513
1977.0,0.16163056242401172
1978.0,0.17461329638093392
1979.0,0.18652598657978
1980.0,0.17078312302787552
1981.0,0.20922911120177773
1982.0,0.2325201950262435
1983.0,0.2433442934819975
1984.0,0.26772708799571626
1985.0,0.2728607030692315
1986.0,0.29786953874401817
1987.0,0.29057311481299086
1988.0,0.334331985028987
1989.0,0.36327478243818073
1990.0,0.3533558511667546
1991.0,0.39437285937630423
1992.0,0.42261943815280806
1993.0,0.4446014999438019
1994.0,0.45845881242018716
1995.0,0.47472290361025204
1996.0,0.4870324272189127
1997.0,0.4741154451505634
1998.0,0.43319615848327103
1999.0,0.41535315005453005
2000.0,0.3731723973731512
2001.0,0.33950712859629756
2002.0,0.3106784269958875
2003.0,0.2812322095447679
2004.0,0.2934105562275283
2005.0,0.28616408602070326
2006.0,0.3056475470885667
2007.0,0.3724160825440316
2008.0,0.42797177614941245
2009.0,0.5359231667446244
2010.0,0.442746492899128
2011.0,0.4015049134063091
2012.0,0.4020692147395403
2013.0,0.4024965053721176
2014.0,0.4228614847502467
2015.0,0.43729906509879934
2016.0,0.45161879585090153
2017.0,0.4741853695481371
2018.0,0.48788764870492884
2019.0,0.526205876474823
2020.0,0.5686961709764309
2021.0,0.5837729210761892
2022.0,0.6257137531874835
2023.0,0.6506014863618204
2024.0,0.6689480115281058
2025.0,0.7043466412982274
2026.0,0.7126798872910614
2027.0,0.7370617932942038
2028.0,0.7410402104073885
2029.0,0.7425013384425613
2030.0,0.7690589297739565
2031.0,0.7607214739549997
2032.0,0.7626085795081142
2033.0,0.767733235771568
2034.0,0.7574828023623418
2035.0,0.7693049721927303
2036.0,0.766298291002249
2037.0,0.7572796447842101
2038.0,0.7713770670688239
2039.0,0.7575971269201419
2040.0,0.751017378835539
2041.0,0.7568229518066247
2042.0,0.7450915693723729
2043.0,0.7596916920056237
2044.0,0.7552104659257604
2045.0,0.7558133913507714
2046.0,0.77085440505847
2047.0,0.7410153331153382
2048.0,0.7197460586498375
2049.0,0.694816905912516
2050.0,0.6551097491768276
2051.0,0.6428279347937893
2052.0,0.6138204259473695
2053.0,0.5967164962375695
2054.0,0.5868950913259653
2055.0,0.5762718508841063
2056.0,0.5823764899967739
2057.0,0.5957804823612413
2058.0,0.6161453981624565
2059.0,0.6662790502465266
2060.0,0.7353248603662831
2061.0,0.7056985528824454
2062.0,0.6675968489142049
2063.0,0.6380193963002422
2064.0,0.6312696287790466
2065.0,0.639611993001452
2066.0,0.6345367095706214
2067.0,0.6512728992828041
2068.0,0.668328311951407
2069.0,0.6730742737255208
2070.0,0.6958957437224889
2071.0,0.7078967530609819
2072.0,0.7179336106546319
2073.0,0.7415934197332258
2074.0,0.7441182045121361
2075.0,0.7552577511177884
2076.0,0.775886620610724
2077.0,0.7766334324860905
2078.0,0.7911258060118902
2079.0,0.8094678751678458
2080.0,0.8057811993558747
2081.0,0.8157062189334929
2082.0,0.8060191844747723
2083.0,0.7996685477462304
2084.0,0.8085311853623026
2085.0,0.7977046273522361
2086.0,0.8072945471029701
2087.0,0.8181284165100587
2088.0,0.8094843313956714
2089.0,0.8176024045024657
2090.0,0.8203179277614598
2091.0,0.8159251314672858
2092.0,0.8284354909473838
2093.0,0.8269778972496731
2094.0,0.8177804298950686
2095.0,0.8369289150799198
2096.0,0.8335168981819783
2097.0,0.8301130091028697
2098.0,0.8380726220155857
2099.0,0.8239327535554033
2100.0,0.8307053852605201
2101.0,0.8374571898951673
2102.0,0.8252471086160018
2103.0,0.8385652001077587
2104.0,0.8425173233529595
2105.0,0.8320063928942987
