wavelength_nm,transmission
300.0,0.0
305.0,0.003
310.0,0.023
315.0,0.086
320.0,0.204
325.0,0.366
330.0,0.537
335.0,0.695
340.0,0.826
345.0,0.923
350.0,0.985
355.0,0.992
360.0,0.937
365.0,0.805
370.0,0.595
375.0,0.332
380.0,0.113
385.0,0.015
390.0,0.0
